FIPS,POP_SQMI,AVE_HH_SZ
48043,1.7,2.18
48045,1.8,2.37
48047,7.8,2.71
48049,41.6,2.47
48051,27.6,2.5
48053,48.9,2.53
48055,79.3,2.82
48057,42,2.72
48059,15.9,2.47
48061,461.2,3.36
48063,64.6,2.64
48065,6.6,2.49
48067,32.7,2.42
48069,8.8,2.91
48071,68.7,2.92
48073,50.2,2.68
48075,10.2,2.42
48077,9.8,2.47
48079,4.1,2.74
48081,3.6,2.24
48083,6.9,2.3
48085,1132.8,2.74
48087,3.5,2.55
48089,22.2,2.51
48091,253.5,2.6
48093,15.1,2.48
48095,2.8,2.4
48097,45.3,2.6
48099,74.5,2.84
48101,1.6,2.22
48103,6.3,2.92
48105,1.3,2.58
48107,6.9,2.68
48109,0.6,2.63
48111,4.9,2.72
48113,2921.7,2.73
48115,14.8,2.67
48117,12.7,2.99
48119,19.5,2.47
48121,890.6,2.71
48123,22.9,2.47
48125,2.5,2.29
48127,8.5,2.89
48129,3.8,2.27
48131,6.4,2.74
48133,20.7,2.37
48135,181.1,2.77
48137,0.9,2.38
48139,184.9,2.93
48141,857.9,3.06
48143,40.4,2.47
48145,23,2.51
48147,39.4,2.53
48149,27.1,2.39
48151,4.4,2.37
48153,6.5,2.67
48155,1.6,2.28
48157,889.9,3.09
48159,37.8,2.52
48161,23,2.51
48163,17.2,2.87
48165,14.3,3.11
48167,838.6,2.63
48169,7.1,2.6
48171,25.9,2.31
48173,1.5,2.78
48175,9.2,2.48
48177,20.2,2.74
48179,25.3,2.48
48181,135.3,2.53
48183,465.6,2.56
48185,36.5,2.65
48187,228.6,2.83
48189,35.1,2.83
48191,3.7,2.41
48193,10.4,2.4
48195,6.2,2.77
48197,5.6,2.39
48199,64.1,2.65
48201,2664.6,2.82
48203,74.8,2.62
48205,4,2.63
48207,6.3,2.33
48209,321.9,2.72
48211,4.7,2.73
48213,88.3,2.49
48215,558.6,3.55
48217,37,2.59
48219,26.4,2.7
48221,136.1,2.43
48223,47.7,2.61
48225,19.3,2.41
48227,43.6,2.55
48229,0.8,2.89
48231,108.7,2.63
48233,25,2.5
48235,1.5,2.45
48237,9.8,2.52
48239,17.8,2.62
48241,37.9,2.52
48243,1,2.18
48245,264.4,2.53
48247,5,2.78
48249,48.6,2.9
48251,233.7,2.84
48253,21.9,2.52
48255,20.8,2.57
48257,152.1,2.92
48259,67.6,2.61
48261,0.3,2.83
48263,0.9,2.16
48265,48.4,2.32
48267,3.7,2.26
48269,0.3,2.53
48271,2.7,2.42
48273,37.5,2.71
48275,5,2.4
48277,54.6,2.48
48279,13.1,2.71
48281,30.2,2.58
48283,5.3,2.75
48285,21,2.41
48287,28.1,2.62
48289,16.4,2.42
48291,71.2,2.81
48293,25.3,2.56
48295,3.7,2.59
48297,11.8,2.44
48299,23.2,2.12
48301,0.1,2.1
48303,351.8,2.53
48305,6.6,2.61
48307,8.1,2.45
48309,242.1,2.6
48311,0.7,2.28
48313,30.6,2.65
48315,25,2.26
48317,5.4,2.88
48319,4.4,2.29
48321,34.2,2.61
48323,46.3,3.42
48325,38.3,2.81
48327,2.4,2.22
48329,188.6,2.66
48331,25.8,2.59
48333,6.9,2.42
48335,9.7,2.49
48337,21.6,2.43
48339,548.4,2.78
48341,25.2,3.02
48343,50.3,2.45
48345,1.2,2.23
48347,68.3,2.49
48349,46.8,2.7
48351,15.1,2.51
48353,16.8,2.47
48355,444.2,2.68
48357,11.7,2.81
48359,1.4,2.56
48361,222.5,2.62
48363,29.9,2.56
48365,29.6,2.53
48367,147.9,2.71
48369,11.4,2.99
48371,3.5,2.75
48373,46.5,2.49
48375,136.2,2.66
48377,1.9,2.69
48379,45.9,2.48
48381,147.4,2.47
48383,3.1,2.89
48385,4.9,2.36
48387,11.8,2.32
48389,4.9,2.78
48391,9.7,2.55
48393,1,2.59
48395,20.8,2.51
48397,679.5,2.94
48399,10.1,2.47
48401,57.4,2.6
48403,20,2.27
48405,15.3,2.38
48407,47,2.6
48409,99.8,2.83
48411,5.4,2.41
48413,2.7,2.93
48415,19.1,2.6
48417,3.8,2.44
48419,32.8,2.62
48421,3.4,2.78
48423,243.2,2.6
48425,46.1,2.67
48427,54.2,3.54
48429,11.1,2.47
48431,1.3,2.52
48433,1.6,2.28
48435,2.9,2.65
48437,8.4,2.61
48439,2296.2,2.72
48441,152.3,2.49
48443,0.4,2.29
48445,14.6,2.73
48447,1.8,2.26
48449,78.7,2.96
48451,78.9,2.48
48453,1230.1,2.48
48455,23.6,2.37
48457,23.7,2.41
48459,70.9,2.6
48461,2.9,2.62
48463,18,2.86
48465,15.5,3
48467,65.8,2.59
48469,108.2,2.65
48471,92.7,2.44
48473,101.2,2.81
48475,13.7,2.64
48477,58.3,2.45
48479,84.3,3.68
48481,38.2,2.7
48483,6.2,2.46
48485,211.4,2.44
48487,13.4,2.44
48489,32.8,3.28
48491,490.1,2.74
48493,62.4,2.82
48495,9.4,2.72
48497,72.8,2.77
48499,66.2,2.39
48501,10.8,2.96
48503,20.3,2.49
48505,13.3,3.26
48507,9.5,3.15
49001,2.6,2.92
49003,8.3,3.09
49005,109.4,3.14
49007,14.2,2.61
49009,1.4,2.34
49011,564.1,3.24
49013,6.6,3.05
49015,2.4,2.93
49017,1,2.59
49019,2.8,2.34
49021,15.6,3
49023,3.4,3.27
49025,1.8,2.42
49027,1.9,2.95
49029,20.5,3.36
49031,2,2.64
49033,2.1,2.81
49035,1443.3,2.96
49037,1.9,3.21
49039,18.9,3.19
49041,11.4,2.89
49043,21.6,2.79
49045,9.5,3.22
49047,8.5,3.07
49049,289.9,3.57
49051,27.4,3.19
49053,69.9,2.94
49055,1.1,2.61
49057,392,2.9
50001,47,2.41
50003,54.9,2.3
50005,48.2,2.38
50007,268,2.37
50009,9.2,2.23
50011,73.2,2.55
50013,37.2,2.4
50015,57.2,2.37
50017,42.4,2.37
50019,38.9,2.33
50021,64.4,2.28
50023,86.8,2.28
50025,55.5,2.23
50027,58.4,2.25
51001,72.6,2.37
51003,150.3,2.41
51005,35.3,2.32
51007,37,2.61
51009,67.4,2.45
51011,47.8,2.47
51013,8713.8,2.09
51015,79.8,2.49
51017,8.5,2.16
51019,102.9,2.42
51021,18.4,2.39
51023,63.1,2.5
51025,30.3,2.4
51027,47.1,2.3
51029,29.7,2.48
51031,111.7,2.42
51033,57.5,2.68
51035,63.1,2.32
51036,38.9,2.46
51037,26.3,2.43
51041,797,2.69
51043,82.8,2.5
51045,16,2.37
51047,133.6,2.77
51049,33.3,2.52
51051,49.1,2.36
51053,56.4,2.58
51057,47.4,2.43
51059,2837,2.74
51061,109,2.74
51063,41.8,2.37
51065,93.6,2.58
51067,80.4,2.4
51069,210.3,2.68
51071,48.1,2.38
51073,177.6,2.55
51075,82,2.54
51077,35.9,2.24
51079,129.5,2.69
51081,39.8,2.44
51083,42.9,2.35
51085,230.6,2.68
51087,1335.7,2.44
51089,137.4,2.31
51091,5.5,2.15
51093,118.2,2.55
51095,520.4,2.45
51097,23.4,2.41
51099,142.8,2.78
51101,60.1,2.65
51103,93.1,2.13
51105,59.3,2.35
51107,778.3,2.98
51109,71,2.54
51111,29.6,2.36
51113,42.7,2.58
51115,103.5,2.3
51117,46.9,2.3
51119,83.5,2.24
51121,256.9,2.38
51125,32,2.33
51127,101.3,2.62
51131,59.9,2.27
51133,69.1,2.23
51135,51.1,2.46
51137,105.7,2.55
51139,77.2,2.45
51141,37.8,2.26
51143,64.1,2.39
51145,113.4,2.7
51147,67.3,2.41
51149,141.1,2.7
51153,1330.9,3.05
51155,106.7,2.29
51157,28.4,2.39
51159,47.7,2.36
51161,382.1,2.39
51163,37.9,2.32
51165,95.3,2.57
51167,64.8,2.38
51169,41.8,2.3
51171,85.4,2.43
51173,70.5,2.36
51175,30.7,2.53
51177,325.6,2.91
51179,548.5,3
51181,25.9,2.5
51183,24.4,2.38
51185,85.8,2.35
51187,182.9,2.62
51191,97.9,2.33
51193,78.9,2.38
51195,101.2,2.4
51197,63.3,2.32
51199,642.3,2.7
51510,10177.2,2.03
51520,1307.4,2.21
51530,960.5,2.4
51540,4733.1,2.31
51550,703.1,2.75
51570,2262,2.37
51580,1031,2.23
51590,962.8,2.21
51595,817.2,2.45
51600,3821.9,2.64
51610,7017.6,2.41
51620,1010.9,2.39
51630,2696.7,2.28
51640,837,2.28
51650,2584.2,2.42
51660,3033,2.59
51670,2202,2.45
51678,2874.5,2
51680,1649.8,2.3
51683,4151.1,3.02
51685,6000.8,3.17
51690,1241.6,2.21
51700,2677.2,2.45
51710,4261.1,2.43
51720,534,2.22
51730,1404.7,2.3
51735,788.4,2.67
51740,2612.4,2.47
51750,1755.4,2.3
51760,3633.1,2.2
51770,2343.9,2.22
51775,1781.5,2.3
51790,1248.7,2.15
51800,230.7,2.7
51810,1755.8,2.6
51820,1444.6,2.34
51830,1649.3,2.17
51840,2937.1,2.38
53001,10.4,3.25
53003,34.4,2.32
53005,113,2.66
53007,26.1,2.57
53009,43.2,2.22
53011,736.9,2.67
53013,4.7,2.27
53015,92.3,2.51
53017,22.8,2.75
53019,3.4,2.29
53021,71.4,3.28
53023,3.2,2.25
53025,33.9,2.93
53027,38.4,2.45
53029,393.5,2.35
53031,17.6,2.08
53033,1004.2,2.4
53035,661.8,2.49
53037,19.5,2.32
53039,11.5,2.42
53041,32.3,2.51
53043,4.6,2.37
53045,65.5,2.45
53047,7.9,2.45
53049,22.1,2.17
53051,9.4,2.35
53053,521.9,2.59
53055,91.3,2.05
53057,70.8,2.53
53059,7,2.44
53061,381.9,2.62
53063,289.2,2.44
53065,17.7,2.5
53067,382.9,2.46
53069,14.4,2.26
53071,47.9,2.5
53073,101.8,2.43
53075,22.8,2.22
53077,58.6,2.97
54001,51.3,2.46
54003,369.4,2.59
54005,48,2.47
54007,28.7,2.36
54009,254.4,2.32
54011,338,2.24
54013,28,2.33
54015,28.9,2.5
54017,27.6,2.41
54019,68.5,2.35
54021,24.4,2.34
54023,26,2.39
54025,35.8,2.26
54027,39.3,2.44
54029,342.5,2.29
54031,24.9,2.4
54033,169.8,2.39
54035,63.3,2.43
54037,277,2.61
54039,205.8,2.26
54041,42.3,2.35
54043,49.8,2.47
54045,84.4,2.43
54047,44,2.36
54049,185.4,2.32
54051,104.5,2.35
54053,61.6,2.39
54055,146.1,2.3
54057,87.1,2.39
54059,66.4,2.4
54061,286.1,2.24
54063,29.4,2.38
54065,80.4,2.39
54067,41.6,2.38
54069,397,2.21
54071,10.6,2.28
54073,58,2.44
54075,9,2.24
54077,54.6,2.42
54079,166.4,2.51
54081,130.4,2.36
54083,29,2.32
54085,22.3,2.37
54087,29.8,2.39
54089,38.3,2.26
54091,98.4,2.42
54093,16.6,2.29
54095,36.3,2.37
54097,71.3,2.4
54099,83.9,2.43
54101,17,2.4
54103,44.6,2.36
54105,24.5,2.39
54107,230.9,2.35
54109,45.4,2.45
55001,29.1,2.24
55003,14.9,2.31
55005,52.1,2.36
55007,9.9,2.23
55009,492.9,2.45
55011,18.9,2.36
55013,17.1,2.25
55015,130.6,2.63
55017,62.3,2.45
55019,28.8,2.69
55021,73.4,2.43
55023,27.8,2.33
55025,438.6,2.33
55027,99.1,2.44
55029,58.2,2.19
55031,33.4,2.31
55033,52.2,2.47
55035,162.3,2.38
55037,8.9,2.2
55039,135.6,2.41
55041,8.6,2.33
55043,44.7,2.44
55045,63.7,2.45
55047,49.5,2.38
55049,31.2,2.46
55051,7.1,2.06
55053,20.6,2.44
55055,145.8,2.49
55057,33.6,2.38
55059,615.8,2.58
55061,60.3,2.48
55063,251.2,2.37
55065,26.7,2.53
55067,22.1,2.29
55069,31.5,2.33
55071,135.8,2.36
55073,87,2.49
55075,28.3,2.26
55077,33.3,2.32
55078,12,3.17
55079,3882.1,2.41
55081,50.6,2.52
55083,37.7,2.42
55085,29.3,2.21
55087,292.6,2.49
55089,380.6,2.47
55091,30,2.4
55093,71,2.55
55095,46.4,2.43
55097,86.8,2.39
55099,10.7,2.2
55101,581.7,2.52
55103,29.9,2.41
55105,223.3,2.5
55107,15.7,2.34
55109,123.3,2.63
55111,76.2,2.43
55113,12.2,2.31
55115,45.8,2.42
55117,224.9,2.42
55119,20.8,2.44
55121,40.2,2.46
55123,37.7,2.53
55125,20.8,2.2
55127,179.7,2.51
55129,18.5,2.27
55131,313.8,2.53
55133,699.1,2.52
55135,68,2.37
55137,38.3,2.34
55139,297.3,2.34
55141,92.8,2.34
56001,9.1,2.17
56003,3.9,2.52
56005,10.5,2.66
56007,2,2.36
56009,3.4,2.42
56011,2.6,2.41
56013,4.4,2.54
56015,6,2.29
56017,2.5,2.16
56019,2.1,2.25
56021,37.5,2.4
56023,4.7,2.63
56025,15.4,2.41
56027,1,2.12
56029,4.4,2.29
56031,4.3,2.23
56033,12.3,2.27
56035,2,2.48
56037,4.4,2.62
56039,5.6,2.34
56041,10.3,2.72
56043,3.8,2.4
56045,3.1,2.28
